NUMBER_KEY,PARCELID,ELEV_ZONE,BLDG_ZONE,ELEC_ZONE,MECH_ZONE,PLMB_ZONE,SIGN_ZONE,ENFC_ZONE
E0724665,096506 F00041,1,11,4,2,5,1,1
M0748023,096506 F00041,1,11,4,2,5,1,1
SC005728,037026  00002,1,6,7,11,9,2,2
C04756724,074097  00003,2,16,11,9,7,5,5
C04749656,070094  00004C,1,2,1,7,1,4,4
E0730929,021042  00025,1,1,6,4,3,7,7
S0108765,077058  00100,2,10,10,10,6,10,10
E0723856,033016  00019,1,6,7,11,9,2,2
SC005952,077025  00005,2,10,10,10,6,10,10
M0757796,016049  00002,2,1,7,11,9,7,7
M0753968,G0230F B00009C,2,17,9,6,8,8,8
E0728295,020023  00014,1,1,7,11,9,7,7
E0729051,G0219H A00005,1,15,9,6,5,1,1
P0355053,093205 C00024,2,17,13,8,7,5,5
E0731311,002056  00001Z,2,1,6,4,3,7,7
M0757519,038022  00011,1,6,7,11,4,2,2
C2010192,D0147O G00089,1,5,2,7,1,3,3
B1113530,093200  00425,2,16,13,8,7,8,8
SC005795,072119  00021,1,5,1,3,1,4,4
E0715509,084023  00083C,1,2,1,3,1,3,3
C04681440,093205 G00009,2,17,13,8,7,5,5
SC005793,075039  00044,2,10,10,10,6,10,10
S0106902,092005  00003,1,5,4,2,2,9,9
C2010479,081024  00040,2,17,9,6,7,1,1
S0106901,092005  00003,1,5,4,2,2,9,9
M0748007,093513 D00031,2,16,13,8,7,8,8
E0725161,D0135   00347,1,2,1,7,1,4,4
E0712085,092007  00069,1,4,4,2,2,9,9
C04590700,041033  00059,1,5,7,3,9,2,2
C2010399,071046  00028,1,2,1,3,1,4,4
CB200184,033011  00022,1,6,7,11,9,2,2
CB200174,054029  00031,1,6,8,11,4,2,2
B1115777,G0243   00110,2,17,13,8,8,8,8
C04721528,053104  00008,1,6,8,11,4,2,2
S0108678,091080 A00026,1,15,9,6,5,1,1
S0107332,055004  00002C,1,6,7,11,4,2,2
CZW200065,D0147  A00019,1,5,2,7,1,3,3
C2010350,079061  00200,2,10,10,10,6,10,10
CZW195001,093700  00164,2,16,13,8,7,5,5
CB200211,058086  00044C,2,16,15,5,7,2,2
M0748045,D0139   00237,1,4,2,1,2,9,9
M0748055,G0230Q E00007,2,17,9,6,7,1,1
E0724567,D0139   00237,1,4,2,1,2,9,9
CB200072,074014  00021,2,16,11,9,7,5,5
SC005990,,1,6,8,11,4,2,2
C04587544,037030  00011,1,6,7,11,9,2,2
SC006149,093417 K00016,2,16,11,9,7,5,5
E0735934,081092  00334,2,16,13,8,8,8,8
SC006150,093417 K00018,2,16,11,9,7,5,5
SC006144,093500  00289C,2,16,13,8,7,8,8
M0748052,D0209S B00096,1,11,4,2,5,9,9
E0724570,D0209S B00096,1,11,4,2,5,9,9
SC006130,,2,10,10,10,6,10,10
C2010497,095300  00035,1,5,4,2,2,3,3
E0724571,G0230Q K00006,2,17,9,6,7,1,1
CB200175,D0114   00012,1,2,1,7,1,4,4
S0108607,089001  00073,1,15,8,11,4,1,1
C2010549,078015  00015,2,10,11,9,6,5,5
M0748063,044105  00022,1,6,7,11,4,2,2
CB200179,096516 H00039,1,11,4,2,5,9,9
SC005523,050123  00024,2,10,10,10,6,10,10
CB200084,014010  00001,2,10,6,10,6,7,7
S0108606,089001  00073,1,15,8,11,4,1,1
CB200207,D0255V G00013,2,16,13,8,7,8,8
M0748049,087004  00026,1,5,2,3,1,3,3
E0724568,087004  00026,1,5,2,3,1,3,3
C2010423,060055  00082,2,10,15,5,6,7,7
SC005843,075147  00012,2,10,10,10,6,10,10
C2010499,052009  00005,1,6,7,11,9,2,2
C2010489,059057  00006,2,6,15,5,9,2,2
C04707416,062032  00003,1,5,1,3,1,3,3
CE2000106,D0147  G00003,1,5,2,3,1,3,3
C04717056,072051  00032,1,2,1,7,1,4,4
CZW200518,D0147F B00026,1,5,2,3,1,3,3
M0748033,045049  00051,2,6,7,11,9,2,2
CZW197963,D0137X A00091,1,2,1,7,1,3,3
C2010551,D0255C C00023,2,16,13,8,7,8,8
S0108854,002039  00011,2,1,6,4,3,7,7
E0724560,045049  00051,2,6,7,11,9,2,2
C04692938,093513 A00012,2,16,13,8,7,8,8
CP200039,,1,11,4,2,5,9,9
SC005834,062021  00034,1,5,1,3,1,2,2
SC006146,093100  00100,2,17,13,8,7,5,5
C04665112,090017  00022,1,2,1,7,1,3,3
C04662156,078042  00011,2,10,10,10,6,10,10
SC005942,058102  00081,2,16,15,5,7,2,2
C04682502,044090  00061,1,6,7,11,4,2,2
CB200145,011004  00013,2,1,6,4,3,7,7
CB200171,041020  00138,1,2,7,3,9,7,7
CB200148,093421 C00012,2,16,13,8,7,5,5
C2010520,086026  00028,1,5,2,3,1,3,3
C1910363,052025  00003,1,6,7,11,9,2,2
B1116292,G0232   00377,2,17,9,6,8,8,8
M0748048,G0221E D00011,1,17,9,6,8,1,1
C2010498,052012  00019,1,6,7,11,9,2,2
SC005821,001129  00003,1,1,6,4,3,7,7
SC006023,058101  00077C,2,16,15,5,7,2,2
SC006132,072119  00020C,1,5,1,3,1,4,4
C1910358,042029  00044,1,5,7,3,9,2,2
C1910360,042049  00038,1,5,7,3,9,2,2
C2010518,085002  00012,1,2,1,3,1,3,3
C1910345,040001  00093,1,2,6,4,3,7,7
SC005865,089022  00006,1,15,4,2,5,1,1
SC006040,077004  00010,2,10,10,10,6,10,10
C1910361,042051  00001,1,5,7,3,9,2,2
C1910486,,2,10,10,10,6,7,7
C1910314,042028  00036,1,5,7,3,9,2,2
CZW172148,077023  00023,2,10,10,10,6,10,10
SC005878,089022  00006,1,15,4,2,5,1,1
C1910483,,1,6,7,11,9,2,2
SC005871,089022  00006,1,15,4,2,5,1,1
SC005870,089022  00006,1,15,4,2,5,1,1
SC005872,089022  00006,1,15,4,2,5,1,1
SC005866,089022  00006,1,15,4,2,5,1,1
SC005864,089022  00006,1,15,4,2,5,1,1
SC006056,079032  00024,2,10,11,9,6,5,5
C2010504,027003  00014,1,2,6,4,3,7,7
C04693634,081059  00017,2,17,13,8,7,8,8
C1910343,039046  00001C,1,2,6,4,3,7,7
SC006139,093417 K00016,2,16,11,9,7,5,5
SC005894,073031  00014,2,16,11,9,7,5,5
SC005869,089022  00006,1,15,4,2,5,1,1
SC006053,093700  00528,2,16,13,8,7,5,5
C1910306,022028  00014,1,1,6,4,3,7,7
C1910285,060148  00093,2,10,15,5,6,7,7
C2010492,D0255S I00048,2,16,13,8,7,5,5
C1910288,051013  00004,1,1,6,4,3,7,7
C2010489,059057  00006,2,6,15,5,9,2,2
C1910291,026076  00002,2,10,6,10,6,7,7
C1910297,050089  00006,2,10,10,10,6,7,7
C1910290,026007  00003,2,10,6,10,6,7,7
C1910318,043018  00043C,1,5,7,3,9,2,2
SC006142,088031  00041,1,5,1,3,1,3,3
C1910303,001079  00001,1,1,6,4,3,7,7
C1910307,022032  00030,1,1,6,4,3,7,7
C1910446,011034  00001,2,1,6,4,3,7,7
C1910304,021048  00019,1,2,6,4,3,7,7
C1910308,027013  00005,1,2,6,4,3,7,7
C1910302,001055  00003,1,1,6,4,3,7,7
SC005850,021051  00053C,1,2,6,4,3,7,7
C1910450,011037  00025,2,1,6,4,3,7,7
C1910448,011037  00015,2,1,6,4,3,7,7
SC006148,073001  00033,2,10,11,9,7,5,5
C2010548,073001  00033,2,10,11,9,7,5,5
C1910449,013035  00010,2,1,6,4,3,7,7
C1910317,043016  00014,1,5,7,3,9,2,2
C1910315,042056  00001C,1,5,7,3,9,2,2
C1910313,041046  00014C,1,5,7,3,9,2,2
C1910311,041042  00006,1,5,7,3,9,2,2
C1910310,041001  00197,1,2,7,3,9,7,7
C1910305,021065  00008,1,2,7,3,9,7,7
CB200110,029016  00017,2,10,7,5,9,7,7
C2010532,093100  00112,2,16,13,8,7,5,5
C1910447,011035  00007,2,1,6,4,3,7,7
C2010323,076035  00068,2,10,10,10,6,10,10
CZW190387,,2,17,13,8,7,5,5
CB200163,037041  00054C,1,6,7,11,9,2,2
CZW178980,031110  00001,2,10,15,5,9,7,7
C2010052,073092  00042,2,16,11,9,7,5,5
CZW198827,D0213V E00028,1,15,4,2,5,1,1
CZW198986,D0255P E00071,2,16,13,8,7,8,8
C2010420,054030  00042,1,6,8,11,4,2,2
SC006117,096508  00498,1,5,4,2,5,9,9
CZW190392,074089 E00026,2,17,13,8,7,5,5
CZW190388,074089  00045,2,17,13,8,7,5,5
C2010552,D0256T E00011,2,16,13,8,8,8,8
C2010452,079068  00001,2,10,11,9,6,5,5
CB190264,050078  00016C,2,10,10,10,6,7,7
C04614424,077024  00073C,2,10,10,10,6,10,10
C04726434,058106  00017,2,16,15,5,7,2,2
SC005820,073040  00024C,2,16,11,9,7,5,5
CB200188,081024  00040,2,17,9,6,7,1,1
SC005810,079041 A00016,2,10,11,9,6,5,5
CZW171617,082044  00011,2,10,10,10,6,10,10
C2010155,079041 A00016,2,10,11,9,6,5,5
C2010143,079041 A00016,2,10,11,9,6,5,5
C04726440,058106  00016,2,16,15,5,7,2,2
C2010538,D0109   00430,1,4,2,1,2,9,9
CZW205705,D0109   00228,1,4,2,1,2,9,9
CZW200861,D0213P C00019,1,15,4,2,5,1,1
C04787758,058102  00075C,2,16,15,5,7,2,2
C04686028,074073 E00001,2,16,11,9,7,5,5
CZW205708,D0109   00073C,1,4,2,1,2,9,9
C2010419,053062  00032,1,6,7,11,4,2,2
C04759240,074014  00022C,2,16,11,9,7,5,5
C2010392,044122  00044,1,6,7,11,4,2,2
CZW194836,D0147I D00014,1,5,2,7,1,3,3
SC006127,093106 E00011C,2,17,13,8,7,5,5
C2010330,D0213R C00060,1,15,4,2,5,1,1
C1910877,071011  00008,1,2,1,7,1,4,4
C1911178,013033  00025C,2,10,6,10,6,7,7
C1911178,013033  00025C,2,10,6,10,6,7,7
C2010115,020082  00012,1,1,6,4,3,7,7
CB200149,033031  00002,1,6,7,11,9,2,2
SC005861,089022  00006,1,15,4,2,5,1,1
CB200149,033031  00002,1,6,7,11,9,2,2
SC006129,082052  00087,2,10,10,10,6,10,10
C1910622,038026  00009,1,6,7,11,4,2,2
CZW192442,D0147P C00021,1,5,2,7,1,3,3
C2010285,074014  00022C,2,16,11,9,7,5,5
SC005873,089022  00006,1,15,4,2,5,1,1
SC005874,089022  00006,1,15,4,2,5,1,1
SC005875,089022  00006,1,15,4,2,5,1,1
SC005877,089022  00006,1,15,4,2,5,1,1
C1910211,083021  00086,1,5,1,3,1,3,3
C04777446,073010  00004,2,16,11,9,7,5,5
C2010227,031101  00002,2,10,15,5,9,7,7
C1910211,083021  00086,1,5,1,3,1,3,3
CE2000102,031046  00012,2,10,7,5,9,7,7
C04777446,073010  00004,2,16,11,9,7,5,5
C1910622,038026  00009,1,6,7,11,4,2,2
SC005876,089022  00006,1,15,4,2,5,1,1
CB190086,D0134W C00020,1,2,1,7,1,4,4
04707100,031089  00003,2,10,15,5,9,7,7
SC006019,059057  00056,2,6,15,5,9,2,2
CP190064,D0114   00127,1,2,1,7,1,4,4
SC006019,059057  00056,2,6,15,5,9,2,2
SC006019,059057  00056,2,6,15,5,9,2,2
C2010115,020082  00012,1,1,6,4,3,7,7
E20001156,062048  00011,1,5,1,3,1,2,2
CB190245,D0134  M00005,1,2,1,7,1,4,4
CB190245,D0134  M00005,1,2,1,7,1,4,4
CZW201702,074066  00070,2,16,11,9,7,5,5
C2010393,073077  00001,2,16,11,9,7,5,5
CB190086,D0134W C00020,1,2,1,7,1,4,4
C2010186,015010  00001,2,1,6,4,3,7,7
C2010514,031089  00003,2,10,15,5,9,7,7
SC006116,074001  00249,2,16,11,9,7,5,5
C2010393,073077  00001,2,16,11,9,7,5,5
C2010514,031089  00003,2,10,15,5,9,7,7
C1910495,015027  00002,2,10,7,5,9,7,7
C2010024,058085  00003,2,16,15,5,7,2,2
C04671076,074013  00004,2,16,11,9,7,5,5
C2010186,015010  00001,2,1,6,4,3,7,7
C2010227,031101  00002,2,10,15,5,9,7,7
CB190060,088002  00003C,1,5,1,3,1,3,3
CB190060,088002  00003C,1,5,1,3,1,3,3
C2010408,D0134  O00043,1,2,1,7,1,4,4
C2010024,058085  00003,2,16,15,5,7,2,2
CZW175359,054026  00020,1,6,8,11,4,2,2
SC006058,076013  00065,2,10,10,10,6,10,10
CB200177,052087  00010,1,6,7,11,9,2,2
CB190034,075027  00022C,2,10,10,10,6,10,10
C2010316,079041 A00002C,2,10,11,9,6,5,5
CB200173,052041  00001,1,6,7,11,9,2,2
CB190061,085026  00075C,1,5,1,3,1,3,3
CB200103,016048  00012,2,1,7,11,9,7,7
C2010476,D0255G H00054,2,16,13,8,7,8,8
CB200217,085026  00075C,1,5,1,3,1,3,3
CB200173,052041  00001,1,6,7,11,9,2,2
CE2000103,072047 A00079,1,5,1,3,1,4,4
CB200157,022012  00011,1,2,6,4,3,7,7
CB200089,063007  00011,1,6,8,11,4,2,2
C2010553,088002  00003C,1,5,1,3,1,3,3
C04766412,022002  00002,1,2,6,4,3,7,7
CZW172148,077023  00023,2,10,10,10,6,10,10
CZW200025,044122  00044,1,6,7,11,4,2,2
C2010129,086003  00003,1,2,1,3,1,3,3
SC005991,060231  00023C,2,10,11,9,7,5,5
C2010129,086003  00003,1,2,1,3,1,3,3
SC006138,093417 K00016,2,16,11,9,7,5,5
SC006129,082052  00087,2,10,10,10,6,10,10
SC006072,075067  00016,2,10,10,10,6,10,10
C1910390,075001  00042,2,10,10,10,6,10,10
SC006089,056037  00002C,2,6,8,5,4,2,2
CEW172655,070058  00023,1,2,1,7,1,4,4
C1910419,075155  00003,2,10,10,10,6,10,10
C1910424,050119  00036,2,10,10,10,6,10,10
C1910418,075154  00022,2,10,10,10,6,10,10
CB190264,050078  00016C,2,10,10,10,6,7,7
CBW177441,D0222   00178,1,11,9,6,5,1,1
C1910420,082044  00011,2,10,10,10,6,10,10
C2010351,054040  00041,1,6,8,11,4,2,2
C1910295,078004  00038,2,10,11,9,6,5,5
C1910294,060229  00005,2,10,10,10,6,10,10
C1910281,060222  00173,2,10,11,9,6,5,5
C1910293,050119  00060,2,10,10,10,6,10,10
C1910274,060222  00171,2,10,11,9,6,5,5
CB190068,073110  00062,2,10,11,9,7,5,5
C1910399,079032  00055,2,10,11,9,6,5,5
CB190069,073110  00062,2,10,11,9,7,5,5
CB200181,021100  00013,1,1,7,11,9,7,7
CB190067,073110  00062,2,10,11,9,7,5,5
SC005825,073041  00109,2,16,11,9,7,5,5
CB190070,073110  00062,2,10,11,9,7,5,5
SC006050,071013  00034,1,2,1,7,1,4,4
C2010486,031041  00003,2,10,7,5,9,7,7
SC005993,047021  00018,2,10,15,5,9,7,7
C1910164,069008  00036C,1,2,1,7,1,4,4
C1910164,069008  00036C,1,2,1,7,1,4,4
SC005987,059072  00009,2,6,15,5,9,2,2
C1911231,070088  00016,1,2,1,7,1,4,4
C1911167,069025  00022,1,2,1,7,1,4,4
SC005939,033011  00053C,1,6,7,11,9,2,2
C1910421,082052  00087,2,10,10,10,6,10,10
SC006043,069031  00054C,1,2,1,7,1,4,4
C1910422,082071  00103,2,10,10,10,6,10,10
C1910423,050119  00056,2,10,10,10,6,10,10
C04686404,059034  00029,2,10,15,5,7,2,2
CSW109004,075099  00033,2,10,10,10,6,10,10
C1911288,075171  00109,2,10,10,10,6,10,10
C1910417,075147  00012,2,10,10,10,6,10,10
SC005599,055001  00005,1,6,7,11,4,2,2
CSW179788,088032  00129,1,5,1,3,1,3,3
CZW157450,D0207B C00072,1,15,4,2,5,1,1
C1910495,015027  00002,2,10,7,5,9,7,7
SC005631,007031  00018,2,1,6,4,3,7,7
CSW179788,088032  00129,1,5,1,3,1,3,3
CB160126,047066  00011,2,6,15,5,9,2,2
CB160126,047066  00011,2,6,15,5,9,2,2
C2010015,087051  00115,1,5,1,3,1,3,3
CB190257,D0114   00392,1,2,2,7,1,3,3
CB190257,D0114   00392,1,2,2,7,1,3,3
CZW193305,D0127   00226,1,4,2,1,2,3,3
C04686404,059034  00029,2,10,15,5,7,2,2
C2010273,073051  00001,2,16,11,9,7,5,5
C1911013,038041  00039,1,6,7,11,4,2,2
C04454618,011037  00001C,2,1,6,4,3,7,7
C1910415,075105  00063,2,10,10,10,6,10,10
CBW178192,D0242D G00013,2,16,13,8,8,8,8
C1910416,075147  00011,2,10,10,10,6,10,10
CB200128,D0147O G00089,1,5,2,7,1,3,3
CBW178192,D0242D G00013,2,16,13,8,8,8,8
C2010178,051012  00002,1,1,6,4,3,7,7
SC005826,093400  00291,2,16,11,9,7,5,5
CB190061,085026  00075C,1,5,1,3,1,3,3
CZW131985,088004  00006C,1,5,1,3,1,3,3
CZW131985,088004  00006C,1,5,1,3,1,3,3
SC005087,076001  00093,2,10,10,10,6,10,10
SC005838,075008  00003,2,10,10,10,6,10,10
SC005896,078004  00044,2,10,11,9,6,5,5
CZW120124,015027  00002,2,10,7,5,9,7,7
C04510342,085026  00053,1,5,1,3,1,3,3
C1910943,093700  00568C,2,16,13,8,7,5,5
C2010295,092007  00027,1,4,4,2,2,9,9
C1911194,081051  00003,2,17,8,5,7,1,1
C04635066,083016  00014,1,5,1,3,1,4,4
C1911094,055028  00003,1,6,7,11,4,2,2
CZW43780,090058  00246C,1,2,1,3,1,3,3
C2010074,093500  00618,2,16,13,8,7,8,8
SC005457,073101  00853,2,16,11,9,7,5,5
SC005089,059016  00099,2,10,15,5,7,2,2
C2010178,051012  00002,1,1,6,4,3,7,7
C2010462,071052  00115,1,2,1,7,1,4,4
C2010123,079059  00004,2,10,10,10,6,10,10
C2010105,023006  00004,2,1,6,4,3,7,7
SC005846,050119  00036,2,10,10,10,6,10,10
C2010284,093725 B00050,2,16,13,8,7,5,5
SC005842,075105  00063,2,10,10,10,6,10,10
C2010284,093725 B00050,2,16,13,8,7,5,5
C04022862,068071  00039,1,15,8,11,4,1,1
C2010462,071052  00115,1,2,1,7,1,4,4
C03790082,084023  00046C,1,5,1,3,1,3,3
SC006013,033045  00016,1,6,7,11,9,2,2
SC005841,075154  00022,2,10,10,10,6,10,10
SC005844,082052  00087,2,10,10,10,6,10,10
C2010435,063059  00009,1,6,8,11,4,2,2
C02654456,086030  00012,1,5,2,3,1,3,3
CP190070,050086  00009C,2,10,10,10,6,7,7
CBW06213,047033  00022C,2,10,15,5,7,2,2
C2010255,013055  00028,2,10,15,10,6,7,7
CB180104,D0255   00077,2,16,13,8,7,8,8
CB180104,D0255   00077,2,16,13,8,7,8,8
CBW06213,047033  00022C,2,10,15,5,7,2,2
SC005967,031119  00004,2,10,15,5,9,7,7
SC005967,031119  00004,2,10,15,5,9,7,7
C2010025,058155  00003,2,16,15,5,7,2,2
C02654456,086030  00012,1,5,2,3,1,3,3
C1910249,043051  00017C,1,5,1,3,1,2,2
C1911232,079042  00064,2,10,11,9,6,5,5
C1910641,065006  00016,2,6,8,5,4,2,2
C1910966,096503 A00071,1,15,4,2,5,1,1
SC005845,082071  00103,2,10,10,10,6,10,10
C1910875,065017  00030,2,6,8,5,4,2,2
CB190171,072100  00023,1,2,1,3,1,4,4
C1910875,065017  00030,2,6,8,5,4,2,2
C1910966,096503 A00071,1,15,4,2,5,1,1
C1910249,043051  00017C,1,5,1,3,1,2,2
C1710087,077068  00011C,2,10,10,10,6,10,10
C1710087,077068  00011C,2,10,10,10,6,10,10
C1910641,065006  00016,2,6,8,5,4,2,2
C04501738,081093  00026,2,16,13,8,8,8,8
C1910249,043051  00017C,1,5,1,3,1,2,2
C1910461,060076  00035,2,10,15,10,6,7,7
C04074872,077068  00015,2,10,10,10,6,10,10
CZW158584,060107  00030,2,10,15,5,6,7,7
C2010071,D0138   00180,1,2,2,7,2,3,3
CZW158581,060107  00028,2,10,15,5,6,7,7
CZW158584,060107  00030,2,10,15,5,6,7,7
CBW98434,D0134   00072,1,2,1,7,1,4,4
CB190245,D0134  M00005,1,2,1,7,1,4,4
C1810338,088064  00016,1,5,1,3,1,2,2
C1810338,088064  00016,1,5,1,3,1,2,2
C1910330,060071  00015,2,10,15,10,6,7,7
C1910325,060053  00040,2,10,15,10,6,7,7
C1012285,059034  00028,2,10,15,5,7,2,2
E20000673,050056  00040,2,10,10,10,6,7,7
CZW178980,031110  00001,2,10,15,5,9,7,7
E0732234,093417 P00029,2,16,13,8,7,5,5
M0753164,078001  00014,2,10,10,10,6,10,10
M0750468,078001  00014,2,10,10,10,6,10,10
M0750469,078001  00014,2,10,10,10,6,10,10
M0753163,078001  00014,2,10,10,10,6,10,10
M0750457,078001  00014,2,10,10,10,6,10,10
M0753162,078001  00014,2,10,10,10,6,10,10
E0726604,057003  00007,1,6,7,5,4,2,2
E0731706,096900 W00080,1,15,4,2,5,1,1
C1911178,013033  00025C,2,10,6,10,6,7,7
C1911178,013033  00025C,2,10,6,10,6,7,7
CZW200788,090002  00331,1,2,1,7,1,3,3
BC0015548,093520 A00010C,2,16,13,8,7,5,5
M0750470,078001  00014,2,10,10,10,6,10,10
M0715911,091036  00005,1,15,9,6,5,1,1
E0730221,076001  00004,2,10,10,10,6,10,10
M0745001,015004  00013,2,1,7,11,9,7,7
M0756262,064004  00054,1,6,8,11,4,2,2
M0751323,064004  00054,1,6,8,11,4,2,2
E0716589,D0114   00362,1,2,2,7,1,3,3
C1910877,071011  00008,1,2,1,7,1,4,4
M0753165,078001  00014,2,10,10,10,6,10,10
E0705201,091036  00005,1,15,9,6,5,1,1
C04578478,072102  00002,1,2,1,3,1,4,4
M0715910,091036  00005,1,15,9,6,5,1,1
M0715911,091036  00005,1,15,9,6,5,1,1
C04535452,072058  00032,1,2,1,7,1,4,4
C04535452,072058  00032,1,2,1,7,1,4,4
M0753161,078001  00014,2,10,10,10,6,10,10
M0753160,078001  00014,2,10,10,10,6,10,10
P0360791,036002  00019,1,1,7,11,9,7,7
C2010227,031101  00002,2,10,15,5,9,7,7
B1091568,055070  00034,1,6,7,11,4,2,2
M0749787,020037  00021,1,1,7,11,9,7,7
M0753166,078001  00014,2,10,10,10,6,10,10
CB200149,033031  00002,1,6,7,11,9,2,2
CB200149,033031  00002,1,6,7,11,9,2,2
M0757873,047029  00020,2,10,15,5,6,7,7
P0333273,068006  00043,1,6,8,11,4,2,2
S0101101,020036  00015,1,1,7,11,9,7,7
M0744991,034044  00028,2,10,15,10,6,7,7
M0750447,078001  00014,2,10,10,10,6,10,10
E0733707,068006  00043,1,6,8,11,4,2,2
E0733751,063021  00012,1,6,8,11,4,2,2
M0755891,063021  00012,1,6,8,11,4,2,2
E0734667,043038  00007,1,5,7,3,9,2,2
C2010115,020082  00012,1,1,6,4,3,7,7
C2010323,076035  00068,2,10,10,10,6,10,10
C2010115,020082  00012,1,1,6,4,3,7,7
C2010285,074014  00022C,2,16,11,9,7,5,5
C2010227,031101  00002,2,10,15,5,9,7,7
C04578478,072102  00002,1,2,1,3,1,4,4
M0747732,056050  00018,1,15,8,5,4,1,1
E0726368,A0142N C00008,1,4,2,1,2,9,9
C2010289,021094  00002,1,1,7,11,9,7,7
CZW164192,D0255N I00037,2,16,13,8,7,5,5
M0606736,068006  00043,1,6,8,11,4,2,2
BC0015294,079042  00010C,2,10,11,9,6,5,5
P0361321,D0118   00358,1,4,2,1,2,9,9
C04692318,079063  00009,2,10,11,9,6,5,5
E0710512,068076  00010,1,15,8,11,4,1,1
M0747095,096921 A00073,1,11,4,2,5,1,1
M0742674,068076  00010,1,15,8,11,4,1,1
BC0015548,093520 A00010C,2,16,13,8,7,5,5
CZW164192,D0255N I00037,2,16,13,8,7,5,5
P0330188,058108  00035C,2,16,15,5,7,2,2
C1910746,090062  00044,1,2,1,3,1,3,3
C1910746,090062  00044,1,2,1,3,1,3,3
C1910215,039038  00034,1,2,1,7,1,4,4
E0729889,095100  00085,1,5,4,2,2,3,3
B1106052,002099  00002C,2,1,6,4,3,7,7
B1110001,070042  00062,1,2,1,7,1,4,4
E0660569,001095  00002C,1,1,6,4,3,7,7
B1110042,070042  00062,1,2,1,7,1,4,4
E0734672,017020  00030,2,1,7,11,9,7,7
E0722429,091116  00090,1,15,9,6,5,1,1
M0749335,060222 F00019,2,10,11,9,6,5,5
M0739837,073022 D00015C,2,16,11,9,7,5,5
C04777446,073010  00004,2,16,11,9,7,5,5
M0749335,060222 F00019,2,10,11,9,6,5,5
CP190064,D0114   00127,1,2,1,7,1,4,4
C1911270,073010  00004,2,16,11,9,7,5,5
C1911270,073010  00004,2,16,11,9,7,5,5
P0350221,A0142   00844,1,4,2,1,2,9,9
E0735064,D0134   00141,1,2,1,7,1,4,4
CE2000102,031046  00012,2,10,7,5,9,7,7
M0749050,060174  00140,2,10,11,9,7,5,5
M0722093,042007  00039,1,5,7,3,9,2,2
M0752231,G0231R F00052,1,17,9,6,8,1,1
B1104933,G0231S E00005,2,17,9,6,8,1,1
P0360603,096200  00201,1,4,4,2,2,9,9
B1108338,D0215M E00022,1,11,9,6,5,1,1
M0747333,D0255F H00048,2,16,13,8,7,8,8
C1910215,039038  00034,1,2,1,7,1,4,4
M0732222,D0223I A00004,1,17,9,6,5,1,1
E0726364,090078  00007,1,2,1,3,1,3,3
P0355456,090078  00007,1,2,1,3,1,3,3
E0709788,L0151T A00009,1,4,2,1,2,9,9
M0744571,D0215M E00014,1,11,9,6,5,1,1
E0735965,L0151T A00004,1,4,2,1,2,9,9
B1114380,089001  00073,1,15,8,11,4,1,1
E0735965,L0151T A00004,1,4,2,1,2,9,9
C04777446,073010  00004,2,16,11,9,7,5,5
P0340325,D0216G C00046,1,11,9,6,5,1,1
SC005873,089022  00006,1,15,4,2,5,1,1
SC005861,089022  00006,1,15,4,2,5,1,1
S0108666,069032  00026,1,2,1,7,1,4,4
E0731312,073040  00058,2,16,11,9,7,5,5
SC005875,089022  00006,1,15,4,2,5,1,1
S0108600,069032  00026,1,2,1,7,1,4,4
SC005876,089022  00006,1,15,4,2,5,1,1
E0721392,D0210H A00021,1,11,4,2,5,9,9
C2010330,D0213R C00060,1,15,4,2,5,1,1
S0108088,001001 A00210,1,1,6,4,3,7,7
S0108665,069032  00026,1,2,1,7,1,4,4
BC0015548,093520 A00010C,2,16,13,8,7,5,5
C2010562,093500  00152,2,16,13,8,7,8,8
BC0015548,093520 A00010C,2,16,13,8,7,5,5
M0744574,A0152G A00006,1,4,2,2,2,9,9
C1910211,083021  00086,1,5,1,3,1,3,3
P0358534,028029  00002,2,1,7,11,9,7,7
M0741634,028029  00002,2,1,7,11,9,7,7
C1910211,083021  00086,1,5,1,3,1,3,3
B1106495,L0140   00302,1,4,2,1,2,9,9
E0693964,096500  00696,1,5,4,2,5,9,9
B1115200,094200  00406,2,16,11,9,7,5,5
C2010289,021094  00002,1,1,7,11,9,7,7
M0742690,G0232N B00049,1,17,9,6,8,8,8
SC005874,089022  00006,1,15,4,2,5,1,1
M0742690,G0232N B00049,1,17,9,6,8,8,8
E0735152,A0152G A00006,1,4,2,2,2,9,9
CZW192442,D0147P C00021,1,5,2,7,1,3,3
B1111062,A0142C A00074,1,4,2,1,2,9,9
SC005877,089022  00006,1,15,4,2,5,1,1
M0743293,029063  00011,2,6,15,5,9,2,2
M0751398,041030  00029,1,2,7,3,9,7,7
E0727800,D0114   00070C,1,2,2,7,1,3,3
C2010393,073077  00001,2,16,11,9,7,5,5
S0108860,A0142   00071,1,4,2,1,2,9,9
CZW179797,042027  00001,1,5,7,3,9,2,2
CZW179797,042027  00001,1,5,7,3,9,2,2
E0734027,044078  00034,1,6,7,11,4,2,2
C2010500,D0134W C00032,1,2,1,7,1,4,4
M0747755,D0213P E00074,1,15,9,6,5,1,1
B1116348,046014  00064,2,6,8,5,4,2,2
CB190086,D0134W C00020,1,2,1,7,1,4,4
M0750800,056024  00005,1,6,8,11,4,2,2
