NUMBER_KEY,PARCELID,ELEV_ZONE,BLDG_ZONE,ELEC_ZONE,MECH_ZONE,PLMB_ZONE,SIGN_ZONE,ENFC_ZONE
CB200060,053103 00026,1,5,1,3,1,2,2
B1118042,042059 00008C,1,5,7,3,9,2,2
B1084618,002119 00003,2,1,6,4,3,7,7
C04780836,066059 00012,2,16,8,5,7,2,2
E0728594,024030 00016,2,10,10,10,6,7,7
E0728595,024030 00016,2,10,10,10,6,7,7
M0754916,067046 00077,2,16,8,5,7,2,2
CB200143,053070 00069,1,5,1,3,1,2,2
C2010423,060055 00082,2,10,15,5,6,7,7
B1108608,002128 00026C,2,1,6,4,3,7,7
SC005829,058108 00035C,2,16,15,5,7,2,2
E0708482,016028 00008,2,1,7,11,9,7,7
CZW190234,D0209A B00033,1,11,4,2,5,1,1
E0718979,080002 00018,1,15,8,5,4,1,1
CB160126,047066 00011,2,6,15,5,9,2,2
CB160126,047066 00011,2,6,15,5,9,2,2
SC005942,058102 00081,2,16,15,5,7,2,2
CB200064,030005 00019,2,1,7,11,9,7,7
E0732104,041005 00035,1,2,7,3,9,7,7
E0732104,041005 00035,1,2,7,3,9,7,7
E0732103,041005 00035,1,2,7,3,9,7,7
E0732103,041005 00035,1,2,7,3,9,7,7
CZW169424,D0113  B00010,1,2,1,7,1,4,4
CZW169424,D0113  B00010,1,2,1,7,1,4,4
P0337409,096500 00648,1,15,4,2,5,1,1
C1910302,001055 00003,1,1,6,4,3,7,7
B1113169,079042 00033C,2,10,11,9,6,5,5
CZW195885,079097 00060,2,10,11,9,6,5,5
SC005896,078004 00044,2,10,11,9,6,5,5
M0668399,055015 00013,1,6,7,11,4,2,2
C1910295,078004 00038,2,10,11,9,6,5,5
CP200036,031046 00012,2,10,7,5,9,7,7
C1910310,041001 00197,1,2,7,3,9,7,7
P0356322,060090 00021,2,10,15,5,6,7,7
C2010137,079009 00048,2,10,11,9,6,5,5
SC006023,058101 00077C,2,16,15,5,7,2,2
P0318544,017029 00008,2,1,7,11,9,7,7
CB200187,082066 00011,2,10,10,10,6,10,10
C1910432,070069 00015,1,2,1,7,1,4,4
C1910432,070069 00015,1,2,1,7,1,4,4
CZW195968,066041 00010,2,16,8,5,7,2,2
M0715232,060091 00046C,2,10,15,5,6,7,7
CEW172655,070058 00023,1,2,1,7,1,4,4
C1910330,060071 00015,2,10,15,10,6,7,7
C1910303,001079 00001,1,1,6,4,3,7,7
CB200122,031056 00005,2,10,7,5,9,7,7
M0752791,096511 E00029,1,11,4,2,5,9,9
E0728808,020079 00013,1,1,7,11,9,7,7
CB200156,031065 00023,2,10,7,5,9,7,7
M0748795,017052 00003,2,1,7,11,9,7,7
M0748797,017052 00003,2,1,7,11,9,7,7
M0748796,017052 00003,2,1,7,11,9,7,7
CB200103,016048 00012,2,1,7,11,9,7,7
E20000673,050056 00040,2,10,10,10,6,7,7
CZW158584,060107 00030,2,10,15,5,6,7,7
CZW158584,060107 00030,2,10,15,5,6,7,7
CZW158581,060107 00028,2,10,15,5,6,7,7
M0756962,031085 00083,2,10,15,5,9,7,7
B1112325,091089  00011,1,11,9,6,5,1,1
B1112325,091089  00011,1,11,9,6,5,1,1
SC005958,060053 00045,2,10,15,10,6,7,7
SC005838,075008  00003,2,10,10,10,6,10,10
SC005929,017072 00001C,2,1,7,11,9,7,7
S0108734,072010 00036,1,2,1,7,1,4,4
C1910325,060053 00040,2,10,15,10,6,7,7
C2010479,081024 00040,2,17,9,6,7,1,1
CB200188,081024 00040,2,17,9,6,7,1,1
E0729407,017068  00070,2,1,7,11,9,7,7
BC0014309,041042 00006,1,5,7,3,9,2,2
C1910311,041042 00006,1,5,7,3,9,2,2
C1910313,041046 00014C,1,5,7,3,9,2,2
C1910399,079032 00055,2,10,11,9,6,5,5
C1910285,060148 00093,2,10,15,5,6,7,7
E0732599,029041 00006,2,10,15,5,9,7,7
C1910314,042028 00036,1,5,7,3,9,2,2
E0717398,D0209T H00003,1,11,4,2,5,9,9
E0717399,D0209T H00004,1,11,4,2,5,9,9
SC005993,047021 00018,2,10,15,5,9,7,7
M0752795,072083 00008,1,2,1,3,1,4,4
P0358323,G0230P B00014,2,17,9,6,7,1,1
P0314609,060032 00017,2,10,15,10,6,7,7
P0356884,081026 S00011,2,17,9,6,7,1,1
E0721606,D0215   00735,1,11,9,6,5,1,1
E19001309,060137 00005,2,10,15,5,6,7,7
C1910297,050089 00006,2,10,10,10,6,7,7
C04643810,081051 A00033,2,17,13,8,7,5,5
E0719729,042068 00081,1,5,7,3,9,2,2
E0719729,042068 00081,1,5,7,3,9,2,2
E0719728,042068 00081,1,5,7,3,9,2,2
E0719728,042068 00081,1,5,7,3,9,2,2
C1910315,042056 00001C,1,5,7,3,9,2,2
CBW06213,047033 00022C,2,10,15,5,7,2,2
CBW06213,047033 00022C,2,10,15,5,7,2,2
P0360088,001042 00006,1,1,6,4,3,7,7
CB200173,052041 00001,1,6,7,11,9,2,2
CB200149,033031 00002,1,6,7,11,9,2,2
CB200149,033031 00002,1,6,7,11,9,2,2
E0728784,002098 00002,2,1,6,4,3,7,7
SC005795,072119 00021,1,5,1,3,1,4,4
SC006013,033045 00005,1,6,7,11,9,2,2
CZW190392,074089 E00026,2,17,13,8,7,5,5
CZW190388,074089 00045,2,17,13,8,7,5,5
S0105861,061037 00018,2,6,15,5,9,2,2
S0105863,061037 00018,2,6,15,5,9,2,2
C1910274,060222 00171,2,10,11,9,6,5,5
CZW190387,074089 B00001,2,17,13,8,7,5,5
C1012285,059034 00028,2,10,15,5,7,2,2
CP190064,D0114   00127,1,2,1,7,1,4,4
P0352560,092007 00089,1,4,4,2,2,9,9
SC005727,037001 00007,1,6,7,11,9,2,2
CB190076,091121  00004,1,15,9,6,5,1,1
C1910211,083021 00086,1,5,1,3,1,3,3
C1910211,083021 00086,1,5,1,3,1,3,3
SC005523,050123 00024,2,10,10,10,6,10,10
C1910449,013035 00010,2,1,6,4,3,7,7
E0728918,G0231E D00020,2,17,9,6,8,8,8
M0747054,G0231E D00020,2,17,9,6,8,8,8
P0359798,073017 00195,2,16,11,9,7,5,5
B1116992,073017 00195,2,16,11,9,7,5,5
P0356133,074089 00148,2,16,11,9,7,5,5
SC005728,037026 00002,1,6,7,11,9,2,2
C1910281,060222 00173,2,10,11,9,6,5,5
SC005089,059016 00099,2,10,15,5,7,2,2
SC005089,059016 00099,2,10,15,5,7,2,2
C1910318,043018 00043C,1,5,7,3,9,2,2
C2010491,072047 00216,1,5,1,3,1,4,4
CZW190075,072047 00216,1,5,1,3,1,4,4
M0751706,059006 00050,2,6,15,5,9,2,2
C1910306,022028 00014,1,1,6,4,3,7,7
C1910293,050119 00060,2,10,10,10,6,10,10
SC005830,050119 00056,2,10,10,10,6,10,10
C1910423,050119  00056,2,10,10,10,6,10,10
C04022862,068071 00039,1,15,8,11,4,1,1
C04022862,068071 00039,1,15,8,11,4,1,1
CB200163,037041 00054C,1,6,7,11,9,2,2
SC006131,070078 00001,1,2,1,7,1,4,4
C1910424,050119  00036,2,10,10,10,6,10,10
SC005846,050119  00036,2,10,10,10,6,10,10
SC005991,060231 00023C,2,10,11,9,7,5,5
SC005991,060231 00023C,2,10,11,9,7,5,5
CB200184,033011 00022,1,6,7,11,9,2,2
CE2000094,033011 00022,1,6,7,11,9,2,2
M0746162,084020 00045,1,5,1,3,1,3,3
E0710548,084020 00045,1,5,1,3,1,3,3
C2010015,087051 00115,1,5,1,3,1,3,3
C2010015,087051 00115,1,5,1,3,1,3,3
C1910317,043016 00014,1,5,7,3,9,2,2
CZW201291,060193 00023,2,10,11,9,7,5,5
CB200177,052087 00010,1,6,7,11,9,2,2
M0757107,093200 00338,2,17,13,8,7,5,5
C04759240,074014 00022C,2,16,11,9,7,5,5
E0732412,073058 00011,2,16,11,9,7,5,5
CE2000087,044011 00015,1,6,7,11,9,2,2
CB200028,059057 00003C,2,6,15,5,9,2,2
CB200167,087059 00004,1,5,2,3,1,3,3
SC005746,059057 00056,2,6,15,5,9,2,2
E0672036,070042 00062,1,2,1,7,1,4,4
E0672031,070042 00062,1,2,1,7,1,4,4
CZW196292,073041 B00005,2,16,11,9,7,5,5
E0672035,070042 00062,1,2,1,7,1,4,4
CBW177441,D0222   00178,1,11,9,6,5,1,1
CB200072,074014 00021,2,16,11,9,7,5,5
CZW190645,072018 00064,1,2,1,7,1,4,4
SC006085,013036 00050,2,1,6,4,3,7,7
SC006072,075067 00016,2,10,10,10,6,10,10
C04356652,075054 00011,2,10,10,10,6,10,10
C1910486,,,,,,,,
E0710544,081091 00042,2,16,13,8,8,8,8
M0746157,081091 00042,2,16,13,8,8,8,8
C2010092,060211 00020,2,10,11,9,7,5,5
SC005313,060220 00073,2,10,11,9,6,5,5
SC005313,060220 00073,2,10,11,9,6,5,5
E0727803,073029  00006,2,16,11,9,7,5,5
CB200082,011004 00014,2,1,6,4,3,7,7
SC005798,069032 00001C,1,2,1,7,1,4,4
CZW202050,085016 00045,1,5,2,3,1,3,3
SC006043,069031 00054C,1,2,1,7,1,4,4
SC005799,069031 00006,1,2,1,7,1,4,4
B1116901,044073 00048,1,6,7,11,4,2,2
C1910622,038026 00009,1,6,7,11,4,2,2
C1910622,038026 00009,1,6,7,11,4,2,2
SC006040,077004 00010,2,10,10,10,6,10,10
SC005800,069036 00001,1,2,1,7,1,4,4
C2010357,077005 00034,2,10,10,10,6,10,10
C2010357,077005 00034,2,10,10,10,6,10,10
M0722094,075043 00029,2,10,10,10,6,10,10
CZW191586,073111 B00111,2,10,11,9,7,5,5
CB200180,087012 00009,1,5,2,3,1,3,3
C1910249,043051 00017C,1,5,1,3,1,2,2
C1910249,043051 00017C,1,5,1,3,1,2,2
C1910249,043051 00017C,1,5,1,3,1,2,2
M0728662,044079 00026,1,6,7,11,4,2,2
C2010448,074037 C00021,2,16,11,9,7,5,5
C04694072,086028 00017,1,5,2,3,1,3,3
E0731928,086039 00050,1,2,1,3,1,3,3
CE2000073,086039 00050,1,2,1,3,1,3,3
M0757018,033006 00026C,1,6,7,11,9,2,2
CZW200441,043078 00006,1,5,1,3,1,2,2
C04614424,077024 00073C,2,10,10,10,6,10,10
CZW172148,077023 00023,2,10,10,10,6,10,10
CB200113,087005 00070,1,5,2,3,1,3,3
SC006104,071016 00006,1,2,1,7,1,4,4
P0345349,044062 00032,1,6,7,11,4,2,2
C1911166,071016 00018,1,2,1,7,1,4,4
C1911166,071016 00018,1,2,1,7,1,4,4
SC005930,044113 00075,2,6,7,5,4,2,2
SC006055,071014 00033,1,2,1,7,1,4,4
CBW175539,058088 00005,2,16,15,5,7,2,2
SC006050,071013 00034,1,2,1,7,1,4,4
C04501738,081093 00026,2,16,13,8,8,8,8
P0356510,G0243   00548,2,16,13,8,8,8,8
CB190215,046035 00011,2,6,8,5,4,2,2
CB190215,046035 00011,2,6,8,5,4,2,2
P0360575,075259 B00036,2,10,10,10,6,10,10
C04536088,058086 00028,2,16,15,5,7,2,2
C04536088,058086 00028,2,16,15,5,7,2,2
C1911002,058086 00019,2,16,15,5,7,2,2
C1911002,058086 00019,2,16,15,5,7,2,2
C2010287,075087 00194,2,10,10,10,6,10,10
B1055174,045104 00060,2,6,7,5,9,2,2
C1910288,051013 00004,1,1,6,4,3,7,7
C2010024,058085 00003,2,16,15,5,7,2,2
C2010024,058085 00003,2,16,15,5,7,2,2
SC005458,073101 00853,2,16,11,9,7,5,5
SC005458,073101 00853,2,16,11,9,7,5,5
SC005457,073101 00853,2,16,11,9,7,5,5
SC005457,073101 00853,2,16,11,9,7,5,5
C1910877,071011 00008,1,2,1,7,1,4,4
C1910877,071011 00008,1,2,1,7,1,4,4
SC005952,077025 00005,2,10,10,10,6,10,10
C04777446,073010 00004,2,16,11,9,7,5,5
P0358708,073017 00195,2,16,11,9,7,5,5
C2010399,071046 00028,1,2,1,3,1,4,4
SC005895,073032 00002,2,16,11,9,7,5,5
C04581760,038094 00006,1,6,7,11,4,2,2
SC005834,062021 00034,1,5,1,3,1,2,2
CZW43780,090058 00246C,1,2,1,3,1,3,3
C2010025,058155 00003,2,16,15,5,7,2,2
C2010025,058155 00003,2,16,15,5,7,2,2
E0724658,D0241F D00093,2,16,13,8,7,8,8
M0746178,D0241F D00093,2,16,13,8,7,8,8
C2010392,044122 00044,1,6,7,11,4,2,2
CZW200025,044122 00044,1,6,7,11,4,2,2
CB200160,020033 00018,1,1,7,11,9,7,7
SC005779,075099 00033,2,10,10,10,6,10,10
C2010129,086003 00003,1,2,1,3,1,3,3
C2010129,086003 00003,1,2,1,3,1,3,3
CZW183946,053049 00004,1,5,1,3,1,2,2
SC005842,075105  00063,2,10,10,10,6,10,10
SC005842,075105  00063,2,10,10,10,6,10,10
C1910415,075105  00063,2,10,10,10,6,10,10
C2010178,051012 00002,1,1,6,4,3,7,7
C2010178,051012 00002,1,1,6,4,3,7,7
SC005894,073031 00014,2,16,11,9,7,5,5
C2010255,013055 00028,2,10,15,10,6,7,7
C2010255,013055 00028,2,10,15,10,6,7,7
C2010335,085002 00057,1,2,1,3,1,3,3
C2010335,085002 00057,1,2,1,3,1,3,3
CZW193388,085002 00057,1,2,1,3,1,3,3
SC005820,073039  00008,2,16,11,9,7,5,5
C1911094,055028 00003,1,6,7,11,4,2,2
C1911094,055028 00003,1,6,7,11,4,2,2
E0708457,045125 00036,2,6,7,5,4,2,2
E0712481,D0217   00139,1,11,9,6,5,1,1
C2010052,073092 00042,2,16,11,9,7,5,5
M0756128,D0242 00461,2,16,13,8,8,8,8
CZW190208,077038 00006,2,10,10,10,6,10,10
E0728520,055070 00034,1,6,7,11,4,2,2
CZW200804,093510 N00070,2,16,13,8,7,5,5
E0732606,073041 C00037,2,16,11,9,7,5,5
C03790082,084023 00046C,1,5,1,3,1,3,3
C03790082,084023 00046C,1,5,1,3,1,3,3
C2010273,073051 00001,2,16,11,9,7,5,5
E0729822,057008 00007,2,6,8,5,4,2,2
E0729822,057008 00007,2,6,8,5,4,2,2
E0730734,020019 00001C,1,1,7,11,9,7,7
CB190060,088002 00003C,1,5,1,3,1,3,3
CB190060,088002 00003C,1,5,1,3,1,3,3
CZW175359,054026 00020,1,6,8,11,4,2,2
M0748979,075108 00045,2,10,10,10,6,10,10
E0729090,073101 00079,2,16,11,9,7,5,5
CZW131985,088004 00006C,1,5,1,3,1,3,3
CZW131985,088004 00006C,1,5,1,3,1,3,3
C02654456,086030 00012,1,5,2,3,1,3,3
C02654456,086030 00012,1,5,2,3,1,3,3
CB200097,054022 00008,1,6,8,11,4,2,2
SC005970,088003 00007C,1,5,1,3,1,3,3
C1910540,093400 00123,2,16,13,8,7,5,5
C1910540,093400 00123,2,16,13,8,7,5,5
C04510342,085026 00053,1,5,1,3,1,3,3
C04510342,085026 00053,1,5,1,3,1,3,3
SC005825,073041 00109,2,16,11,9,7,5,5
C04684498,045123 00024,2,6,7,5,4,2,2
C2010058,054043 00001,1,6,8,11,4,2,2
E0708377,055034 00013,1,6,8,11,4,2,2
E0708394,055034 00013,1,6,8,11,4,2,2
M0732998,D0241A E00103,2,16,13,8,8,8,8
CZW200067,D0148 I00019,1,5,2,7,1,3,3
C2010415,054040 00046,1,6,8,11,4,2,2
CZW184626,D0242D E00002,2,16,13,8,8,8,8
C2010462,071052 00115,1,2,1,7,1,4,4
B1104997,055043 00005,1,6,8,11,4,2,2
C1910416,075147  00011,2,10,10,10,6,10,10
SC006130,075147  00011,2,10,10,10,6,10,10
C2010463,071052 00114,1,2,1,7,1,4,4
C2010464,071052 00112,1,2,1,7,1,4,4
SC005843,075147  00012,2,10,10,10,6,10,10
C1910417,075147  00012,2,10,10,10,6,10,10
C2010192,D0147O G00089,1,5,2,7,1,3,3
C2010316,079041 A00002C,2,10,11,9,6,5,5
CB200089,063007 00011,1,6,8,11,4,2,2
SC005990,063007  00012,1,6,8,11,4,2,2
CZW201097,077049 00049,2,10,10,10,6,10,10
SC005914,079041 A00049,2,10,11,9,6,5,5
C2010493,077049 00048,2,10,10,10,6,10,10
E0734592,D0147O I00013,1,5,2,7,1,3,3
M0756074,D0147O I00013,1,5,2,7,1,3,3
C1910419,075155  00003,2,10,10,10,6,10,10
SC005841,075154  00022,2,10,10,10,6,10,10
C1910418,075154  00022,2,10,10,10,6,10,10
C1911232,079042 00064,2,10,11,9,6,5,5
C1911232,079042 00064,2,10,11,9,6,5,5
E0715510,093700 00442,2,16,13,8,7,8,8
CZW191066,D0137X F00012,1,2,1,7,1,3,3
SC005810,079041 A00016,2,10,11,9,6,5,5
C2010143,079041 A00016,2,10,11,9,6,5,5
C2010155,079041 A00016,2,10,11,9,6,5,5
CSW179788,088032 00129,1,5,1,3,1,3,3
C2010478,063033 00038,1,6,8,11,4,2,2
CZW192442,D0147P C00021,1,5,2,7,1,3,3
CZW194836,D0147I D00014,1,5,2,7,1,3,3
C2010452,079068 00001,2,10,11,9,6,5,5
C04779876,073080 00007,2,16,11,9,7,5,5
SC005963,056004 00028,1,6,8,5,4,2,2
C04617786,074017 00035,2,16,11,9,7,5,5
M0746158,087057 00002,1,5,2,3,1,3,3
M0753556,087057 00002,1,5,2,3,1,3,3
E0732281,087057 00002,1,5,2,3,1,3,3
C2010487,076106 00018,2,10,10,10,6,10,10
CZW202046,093719 J00052,2,16,13,8,7,5,5
M0752784,D0256S B00048,2,16,13,8,8,8,8
C04781154,063060 00003,1,6,8,11,4,2,2
C04074872,077068 00015,2,10,10,10,6,10,10
C04074872,077068 00015,2,10,10,10,6,10,10
M0746245,002092  00031,2,1,6,4,3,7,7
P0358911,002092  00031,2,1,6,4,3,7,7
C2010435,063059 00009,1,6,8,11,4,2,2
CZW175085,063059 00009,1,6,8,11,4,2,2
C1910390,075001 00042,2,10,10,10,6,10,10
C2010484,D0134 D00031,1,2,1,7,1,4,4
C2010485,D0134 D00021,1,2,1,7,1,4,4
P0347912,064012 00044,1,6,8,11,4,2,2
P0347912,064012 00044,1,6,8,11,4,2,2
CZW171617,082044 00011,2,10,10,10,6,10,10
CZW171617,082044 00011,2,10,10,10,6,10,10
C1910420,082044  00011,2,10,10,10,6,10,10
C2010408,D0134 O00043,1,2,1,7,1,4,4
E0733653,049032 00005,2,10,15,10,6,7,7
CZW202144,D0256O B00021,2,16,13,8,8,8,8
E0722174,M0115L B00008,1,2,2,7,1,3,3
E0722174,M0115L B00008,1,2,2,7,1,3,3
E0722169,M0115L B00040,1,2,2,7,1,3,3
E0722175,M0115L B00007,1,2,2,7,1,3,3
E0722175,M0115L B00007,1,2,2,7,1,3,3
E0724648,064036 00018,1,6,8,11,4,2,2
M0746167,064036 00018,1,6,8,11,4,2,2
CZW36859,D0134 S00047,1,2,1,7,1,4,4
C2010468,D0134 R00025,1,2,1,7,1,4,4
M0732953,075258 00045,2,10,10,10,6,10,10
M0732953,075258 00045,2,10,10,10,6,10,10
E0694220,075258 00045,2,10,10,10,6,10,10
C2010431,D0134 H00004,1,2,1,7,1,4,4
P0349310,D0255L A00056,2,16,13,8,7,8,8
SC006137,056042 00006,1,6,8,5,4,2,2
SC006089,056037 00002C,2,6,8,5,4,2,2
C1910421,082052  00087,2,10,10,10,6,10,10
SC006129,082052  00087,2,10,10,10,6,10,10
SC005844,082052  00087,2,10,10,10,6,10,10
P0313326,056024 00026,1,6,8,5,4,2,2
CB180104,D0255 00077,2,16,13,8,7,8,8
CB180104,D0255 00077,2,16,13,8,7,8,8
SC005670,063071 00036,1,6,8,11,4,2,2
SC005796,074034 00141,2,16,11,9,7,5,5
C2010470,D0134 U00015,1,2,1,7,1,4,4
C2010472,D0134 U00016,1,2,1,7,1,4,4
C2010471,D0134W A00039,1,2,1,7,1,4,4
C2010443,D0134W D00002,1,2,1,7,1,4,4
C1810338,088064 00016,1,5,1,3,1,2,2
C1810338,088064 00016,1,5,1,3,1,2,2
M0746151,056041 00042,1,6,8,5,4,2,2
E0710541,056041 00042,1,6,8,5,4,2,2
M0746177,087032 00006,1,5,2,3,1,3,3
E0724653,087032 00006,1,5,2,3,1,3,3
S0108737,093417 K00016,2,16,11,9,7,5,5
S0108738,093417 K00016,2,16,11,9,7,5,5
S0108736,093417 K00016,2,16,11,9,7,5,5
CB200166,067063 00022,2,16,8,5,7,2,2
C2010476,D0255G H00054,2,16,13,8,7,8,8
CB190086,D0134W C00020,1,2,1,7,1,4,4
CB190086,D0134W C00020,1,2,1,7,1,4,4
SC005826,093400 00291,2,16,11,9,7,5,5
E0726345,056038 00002,2,6,8,5,4,2,2
C04686028,074073 E00001,2,16,11,9,7,5,5
B1113150,044090 00038,1,6,7,11,4,2,2
CBW98434,D0134 00072,1,2,1,7,1,4,4
E0706317,A0142D D00044,1,4,2,1,2,9,9
CZW200518,D0147F B00026,1,5,2,3,1,3,3
CZW171857,088066 00007,1,5,4,3,1,1,1
C1910422,082071  00103,2,10,10,10,6,10,10
SC005845,082071  00103,2,10,10,10,6,10,10
C04233154,075017 00003,2,10,10,10,6,10,10
C04233154,075017 00003,2,10,10,10,6,10,10
CZW193904,093417 J00124,2,16,13,8,7,5,5
CZW192343,D0135 00032,1,2,1,7,1,4,4
C2010488,074105 00003,2,16,13,8,7,5,5
C2010458,D0137  A00060,1,2,1,7,1,3,3
CZW200065,D0147 A00019,1,5,2,7,1,3,3
CB190141,D0134 00169,1,2,1,7,1,4,4
SC006133,045072 F00034,2,6,15,5,9,2,2
CZW192248,D0137  D00020,1,2,1,7,1,3,3
M0741977,044091 00009,1,6,7,11,4,2,2
C1910307,022032 00030,1,1,6,4,3,7,7
CB200148,093421 C00012,2,16,13,8,7,5,5
P0350512,036089 00007,1,6,7,11,9,2,2
M0733068,036089 00007,1,6,7,11,9,2,2
M0756075,D0148E A00024,1,5,2,3,1,3,3
M0606742,D0137X D00038,1,2,1,7,1,3,3
M0606742,D0137X D00038,1,2,1,7,1,3,3
CZW197963,D0137X A00091,1,2,1,7,1,3,3
C04778828,093100 00146,2,16,13,8,7,5,5
M0733075,080020 00004,1,15,8,5,4,1,1
CB200042,093400 00623,2,16,13,8,7,5,5
C2010071,D0138   00180,1,2,2,7,2,3,3
C2010071,D0138   00180,1,2,2,7,2,3,3
M0714978,080008  00380,1,15,8,5,4,1,1
SC006136,081006 00003C,2,17,8,5,7,1,1
C2010324,077001 00004,2,10,10,10,6,10,10
C1910943,093700 00568C,2,16,13,8,7,5,5
C1910943,093700 00568C,2,16,13,8,7,5,5
C2010456,D0116  H00036,1,2,2,7,2,3,3
SC006058,076013 00065,2,10,10,10,6,10,10
SC005631,007031 00018,2,1,6,4,3,7,7
P0350222,A0142W H00034,1,4,2,1,2,9,9
B1109153,A0142W A00053,1,4,2,1,2,9,9
B1116134,A0142W A00053,1,4,2,1,2,9,9
B1116134,A0142W A00053,1,4,2,1,2,9,9
SC006053,093700 00528,2,16,13,8,7,5,5
E0700478,080008 00218,1,15,8,5,4,1,1
P0357507,080008 00218,1,15,8,5,4,1,1
C2010284,093725 B00050,2,16,13,8,7,5,5
C2010284,093725 B00050,2,16,13,8,7,5,5
SC006020,045119 00013,2,6,8,5,4,2,2
CZW195001,093700 00164,2,16,13,8,7,5,5
C2010492,D0255S I00048,2,16,13,8,7,5,5
SC005873,089022 00006,1,15,4,2,5,1,1
SC005878,089022 00006,1,15,4,2,5,1,1
SC005864,089022 00006,1,15,4,2,5,1,1
SC005865,089022 00006,1,15,4,2,5,1,1
SC005866,089022 00006,1,15,4,2,5,1,1
SC005870,089022 00006,1,15,4,2,5,1,1
SC005872,089022 00006,1,15,4,2,5,1,1
SC005871,089022 00006,1,15,4,2,5,1,1
SC005861,089022 00006,1,15,4,2,5,1,1
SC005874,089022 00006,1,15,4,2,5,1,1
SC005875,089022 00006,1,15,4,2,5,1,1
SC005877,089022 00006,1,15,4,2,5,1,1
SC005876,089022 00006,1,15,4,2,5,1,1
SC005869,089022 00006,1,15,4,2,5,1,1
P0358716,089024 00005,1,5,4,2,5,1,1
P0358716,089024 00005,1,5,4,2,5,1,1
CB190264,050078 00016C,2,10,10,10,6,7,7
