NUMBER_KEY,PARCELID,ELEV_ZONE,BLDG_ZONE,ELEC_ZONE,MECH_ZONE,PLMB_ZONE,SIGN_ZONE,ENFC_ZONE
M0724421,093417 J00095,2,16,13,8,7,5,5
E0721877,093417 J00106,2,16,13,8,7,5,5
E0720997,093417 J00076,2,16,13,8,7,5,5
M0748128,093417 J00076,2,16,13,8,7,5,5
E0727406,093417 J00068,2,16,13,8,7,5,5
M0751194,093417 J00068,2,16,13,8,7,5,5
P0314625,079074  00010,2,10,11,9,6,5,5
E0726491,079074  00008,2,10,11,9,6,5,5
M0751085,079074  00008,2,10,11,9,6,5,5
E0707179,072047 A00022,1,5,1,3,1,4,4
E0716205,042004  00024,1,5,7,3,9,2,2
B1051947,039046  00018C,1,2,6,4,3,7,7
C2010506,039046  00018C,1,2,6,4,3,7,7
E0726225,021050  00082,1,2,6,4,3,7,7
E0726226,021050  00083,1,2,6,4,3,7,7
B1112823,021050  00085C,1,2,6,4,3,7,7
E0702741,021050  00085C,1,2,6,4,3,7,7
M0738269,021050  00085C,1,2,6,4,3,7,7
B1118587,021050  00087,1,2,6,4,3,7,7
E0702742,021050  00087,1,2,6,4,3,7,7
E0735741,021050  00100,1,2,6,4,3,7,7
B1104434,040044  00001C,1,2,7,3,9,7,7
B1104435,040044  00001C,1,2,7,3,9,7,7
B1104433,040044  00001C,1,2,7,3,9,7,7
B1104432,040044  00001C,1,2,7,3,9,7,7
B1113915,041020  00005,1,2,7,3,9,7,7
E0702221,041020  00151,1,2,7,3,9,7,7
M0747128,041020  00157,1,2,7,3,9,7,7
E0723224,042032  00011,1,5,7,3,9,2,2
E0714441,063029  00005,1,6,8,11,4,2,2
M0738016,063029  00005,1,6,8,11,4,2,2
M0680714,063029  00017,1,6,8,11,4,2,2
E0731001,063064  00051,1,6,8,11,4,2,2
M0751998,063064  00051,1,6,8,11,4,2,2
E0718700,065014  00037,2,6,8,5,4,2,2
M0736631,065014  00035,2,6,8,5,4,2,2
P0335988,065014  00024,2,6,8,5,4,2,2
E0735799,065022  00004,2,16,8,5,7,2,2
E0731910,065022  00013,2,16,8,5,7,2,2
M0754199,065022  00013,2,16,8,5,7,2,2
E0729378,066059  00010,2,16,8,5,7,2,2
M0750655,066059  00010,2,16,8,5,7,2,2
B0924085,061016  00031,2,6,15,5,9,2,2
E0736014,061016  00031,2,6,15,5,9,2,2
M0757609,061016  00031,2,6,15,5,9,2,2
P0360633,061016  00031,2,6,15,5,9,2,2
P0308794,061016  00027,2,6,15,5,9,2,2
E0702758,061018  00001,2,6,15,5,9,2,2
E0702759,061018  00057,2,6,15,5,9,2,2
BD012878,061018  00057,2,6,15,5,9,2,2
E0719000,082044  00064,2,10,10,10,6,10,10
BD012209,082044  00073,2,10,10,10,6,10,10
BD010396,082054  00003,2,10,10,10,6,10,10
M0750882,084007  00273,1,2,1,3,1,4,4
B1051446,084007  00270,1,2,1,3,1,4,4
M0737986,084007  00270,1,2,1,3,1,4,4
B1051772,084003  00010,1,2,1,3,1,4,4
E0712891,093725 G00097,2,16,13,8,7,5,5
M0720179,093725 G00097,2,16,13,8,7,5,5
P0357294,D0134  E00067,1,2,1,7,1,4,4
M0696897,D0134  E00008,1,2,1,7,1,4,4
E0623293,054004  00011,1,6,7,11,4,2,2
B1110807,073017  00170,2,16,11,9,7,5,5
B1113015,073017  00043,2,16,11,9,7,5,5
E0691944,073021  00014,2,16,11,9,7,5,5
E0727620,038088  00021,1,6,7,11,4,2,2
E0694948,038089  00026,1,6,7,11,4,2,2
E0713986,053018  00044,1,6,7,11,4,2,2
P0356959,053018  00044,1,6,7,11,4,2,2
M0749765,053014  00003,1,6,7,11,4,2,2
B1108353,053014  00002,1,6,7,11,4,2,2
B1108034,053024  00040,1,6,7,11,4,2,2
B1105502,053013  00011,1,6,7,11,4,2,2
E0714067,053024  00043,1,5,1,3,1,2,2
C04646534,045022  00037,2,6,15,5,9,2,2
E0732844,045022  00037,2,6,15,5,9,2,2
M0748414,045022  00037,2,6,15,5,9,2,2
E0682848,045021  00026,2,6,15,5,9,2,2
E0691933,029099  00024,2,6,15,5,9,2,2
E0735874,061037  00004,2,6,15,5,9,2,2
E0720954,061037  00015,2,6,15,5,9,2,2
E0713799,047068  00006,2,6,15,5,9,2,2
M0709166,047068  00018,2,6,15,5,9,2,2
E0724842,045020  00004,2,6,7,5,9,2,2
E0715464,045020  00004,2,6,7,5,9,2,2
E0731143,045021  00003,2,6,7,5,9,2,2
M0752265,045021  00003,2,6,7,5,9,2,2
E0720342,066083  00001,2,16,8,5,7,2,2
E0724054,066083  00006,2,16,8,5,7,2,2
M0721490,D0207B D00015,1,15,4,2,5,1,1
E0681481,001001 D00019,1,1,6,4,3,7,7
E0726621,069072 A00009,1,2,1,7,1,4,4
M0755156,046018  00009,2,6,8,5,4,2,2
E0696542,046035  00036,2,6,8,5,4,2,2
E0706745,046035  00036,2,6,8,5,4,2,2
P0350557,046036  00001,2,6,8,5,4,2,2
E0729419,046036  00003,2,6,8,5,4,2,2
P0357295,046035  00023,2,6,8,5,4,2,2
E0720532,071014  00015C,1,2,1,7,1,4,4
M0742037,071014  00015C,1,2,1,7,1,4,4
M0729675,071012  00031,1,2,1,7,1,4,4
E0721300,L0159   00140,1,4,4,2,2,9,9
P0357769,L0159   00140,1,4,4,2,2,9,9
E0711724,034053  00024,2,10,15,10,6,7,7
M0754122,034064  00020,2,10,15,10,6,7,7
E0726290,D0255V D00081,2,16,13,8,7,8,8
M0749636,D0255V D00081,2,16,13,8,7,8,8
M0741482,D0255V D00086,2,16,13,8,7,8,8
M0736012,095101 A00002,1,5,4,2,2,3,3
P0354350,073021  00018,2,16,11,9,7,5,5
P0356158,077044  00031,2,10,10,10,6,10,10
BC0014624,079002  00009,2,10,10,10,6,10,10
B1118511,045095  00039,2,6,7,11,9,2,2
E0732600,045095  00039,2,6,7,11,9,2,2
E0699073,045091  00011,2,6,7,11,9,2,2
E0733108,045095  00027,2,6,7,11,9,2,2
M0759039,045095  00027,2,6,7,11,9,2,2
M0702418,069077 B00041,1,2,6,4,3,7,7
B1111664,069014  00004,1,2,1,7,1,4,4
E0728774,069014  00004,1,2,1,7,1,4,4
E0714806,069029  00005,1,2,1,7,1,4,4
M0691429,069029  00005,1,2,1,7,1,4,4
C1911222,,1,2,1,7,1,4,4
M0711597,069027  00003,1,2,1,7,1,4,4
B1114368,,1,2,1,7,1,4,4
P0334901,007031  00007C,2,1,6,4,3,7,7
E0728358,007034  00008,2,1,6,4,3,7,7
S0100638,007034  00008,2,1,6,4,3,7,7
SR025451,007034  00008,2,1,6,4,3,7,7
B1107812,,2,1,6,4,3,7,7
M0709775,007037  00011,2,1,6,4,3,7,7
P0347066,,2,10,10,10,6,10,10
E0729994,074034 A00009,2,16,11,9,7,5,5
M0751369,074034 A00009,2,16,11,9,7,5,5
E0717725,060231  00037C,2,10,11,9,7,5,5
P0355413,D0116  G00005,1,2,2,7,2,3,3
E0712977,D0116  G00022,1,2,2,7,2,3,3
E0710500,084010  00047,1,2,1,3,1,3,3
M0742630,084010  00047,1,2,1,3,1,3,3
C2010456,D0116  H00036,1,2,2,7,2,3,3
E0710004,D0116  H00017,1,2,2,7,2,3,3
M0720041,D0116  H00017,1,2,2,7,2,3,3
E0708256,076003  00021,2,10,10,10,6,10,10
E0716352,076003  00021,2,10,10,10,6,10,10
M0723419,076003  00021,2,10,10,10,6,10,10
E0730974,076034 D00051,2,10,10,10,6,10,10
M0752196,076034 D00051,2,10,10,10,6,10,10
M0735235,A0142X C00015,1,4,2,1,2,9,9
M0730973,064028  00020,1,6,8,11,4,2,2
E0712962,064028  00007,1,6,8,11,4,2,2
M0720506,064028  00007,1,6,8,11,4,2,2
E0714472,058021  00001,2,16,15,5,7,2,2
E0709959,079116  00039,2,10,10,10,6,10,10
M0718738,079116  00039,2,10,10,10,6,10,10
P0342267,079116  00035,2,10,10,10,6,10,10
E0726228,079120  00021,2,10,10,10,6,10,10
M0748911,079120  00021,2,10,10,10,6,10,10
B1051575,079120  00019,2,10,10,10,6,10,10
M0719542,079123  00019,2,10,10,10,6,10,10
E0703347,078090  00010,2,10,11,9,6,5,5
M0730701,078090  00010,2,10,11,9,6,5,5
B1111702,078090  00010,2,10,11,9,6,5,5
B1107059,078060  00011,2,10,11,9,6,5,5
E0728313,078060  00011,2,10,11,9,6,5,5
P0351222,078060  00011,2,10,11,9,6,5,5
B1051900,078061  00020,2,10,11,9,6,5,5
E0705704,078091  00027,2,10,11,9,6,5,5
E0705705,078091  00027,2,10,11,9,6,5,5
B1109673,078091  00025,2,10,11,9,6,5,5
E0714544,078091  00025,2,10,11,9,6,5,5
E0727713,A0141C D00039,1,4,2,1,2,9,9
E0724057,095101 P00029,1,5,4,2,2,3,3
E0719801,095101 P00031,1,5,4,2,2,3,3
M0740880,095101 P00031,1,5,4,2,2,3,3
B1051981,095101 P00005,1,5,4,2,2,3,3
E0707967,081011 B00030,2,17,8,5,7,1,1
M0715728,081011 B00030,2,17,8,5,7,1,1
M0739614,081015  00002,2,17,8,5,7,1,1
E0711217,081019  00044,2,17,8,5,7,1,1
B1110078,081018  00047,2,17,8,5,7,1,1
E0700387,081018  00047,2,17,8,5,7,1,1
M0730740,081016  00007,2,17,8,5,7,1,1
M0724215,080018  00007,1,15,9,6,5,1,1
E0707216,080008  00125,1,15,8,5,4,1,1
M0714434,080008  00024,1,15,8,5,4,1,1
M0758070,080008 G00043,1,15,9,6,5,1,1
E0719825,080008  00333C,1,15,8,5,4,1,1
M0750099,080008  00333C,1,15,8,5,4,1,1
M0752878,080008  00333C,1,15,8,5,4,1,1
E0712942,080008 L00018,1,15,8,5,4,1,1
B1116927,080017  00006,1,15,9,6,5,1,1
M0758426,080008 R00031,1,15,8,5,4,1,1
E0718182,080008 R00031,1,15,8,5,4,1,1
M0749582,080008 R00031,1,15,8,5,4,1,1
P0330949,080008 R00031,1,15,8,5,4,1,1
M0729798,080008 R00031,1,15,8,5,4,1,1
E0731249,080008 R00031,1,15,8,5,4,1,1
M0756554,080008 R00031,1,15,8,5,4,1,1
M73935,080008 Z00015C,1,15,8,5,4,1,1
M0716449,080025 A00037,1,15,9,6,5,1,1
B1083007,080025 A00030,1,15,9,6,5,1,1
M070882,080025 A00002,1,15,9,6,5,1,1
M071880,080025 A00002,1,15,9,6,5,1,1
M071881,080025 A00002,1,15,9,6,5,1,1
M07189,080025 A00002,1,15,9,6,5,1,1
M071895,080025 A00002,1,15,9,6,5,1,1
M0742096,075095  00024,2,10,10,10,6,10,10
E0732819,075087 B00028,2,10,10,10,6,10,10
M0748442,075087 B00028,2,10,10,10,6,10,10
E0735778,064025 A00020,1,6,8,11,4,2,2
M0755118,064025 A00020,1,6,8,11,4,2,2
M0754196,088008  00021,1,5,1,3,1,3,3
BD0011760,078051  00005,2,10,10,10,6,10,10
B1116966,036028  00001,1,1,7,11,9,7,7
B1113031,036022  00012,1,1,7,11,9,7,7
E0735354,036022  00012,1,1,7,11,9,7,7
M0749668,036027  00028,1,1,7,11,9,7,7
M0753077,040038  00022,1,1,7,11,9,7,7
B1109414,040037  00017,1,1,7,11,9,7,7
E0719892,040037  00017,1,1,7,11,9,7,7
M0716881,040037  00010,1,2,7,3,9,7,7
E0711560,040038  00035,1,2,7,3,9,7,7
M0736574,068066 B00015,1,15,8,11,4,1,1
E0711260,068006 E00020,1,6,8,11,4,2,2
M0734419,068006 E00020,1,6,8,11,4,2,2
M0753566,068006 E00017,1,15,8,11,4,1,1
E0699184,081011  00087,2,17,9,6,7,1,1
M0732961,081011  00090,2,17,9,6,7,1,1
E0709807,081026  00157,2,17,9,6,7,1,1
M0736595,081026  00157,2,17,9,6,7,1,1
M0738137,081026  00156,2,17,9,6,7,1,1
N0738137,081026  00156,2,17,9,6,7,1,1
M0757358,081026  00150,2,17,9,6,7,1,1
M0752483,091083 B00048,1,15,9,6,5,1,1
E0688163,G0230Q J00010,2,17,13,8,7,8,8
E0722049,,2,17,13,8,7,8,8
M0730027,,2,17,13,8,7,8,8
E0717988,054032  00005,1,6,8,11,4,2,2
M0741314,054032  00005,1,6,8,11,4,2,2
CE2000059,043076  00046C,1,5,1,3,1,2,2
E0728660,043076  00046C,1,5,1,3,1,2,2
B1105146,043055  00009,1,5,1,3,1,2,2
E0711778,043071  00002,1,5,1,3,1,2,2
E0726600,043072  00049,1,5,1,3,1,2,2
E0726696,043072  00024,1,6,7,11,4,2,2
BD012990,043071  00026,1,6,7,11,4,2,2
E0713735,091083 B00055,1,15,9,6,5,1,1
M0752214,091083 B00007,1,15,9,6,5,1,1
E0730653,086015 D00002,1,5,2,3,1,3,3
M0751928,086015 D00002,1,5,2,3,1,3,3
M0741403,033035  00018,1,6,7,11,9,2,2
B1105503,033035  00017,1,6,7,11,9,2,2
E0696741,033035  00017,1,6,7,11,9,2,2
M0728787,033035  00017,1,6,7,11,9,2,2
B1050510,088032  00042,1,5,1,3,1,3,3
E0726166,088032  00034,1,5,1,3,1,3,3
E0725547,075105  00096,2,10,10,10,6,10,10
M0749611,077070  00010,2,10,10,10,6,10,10
P0344084,077070  00010,2,10,10,10,6,10,10
P0353477,059016  00037,2,10,15,5,7,2,2
E0718184,059040  00002,2,10,15,5,7,2,2
M0755462,059040  00002,2,10,15,5,7,2,2
E0683009,063017  00002,1,6,8,11,4,2,2
P0360512,063039  00034,1,6,8,11,4,2,2
B1117822,063042  00002,1,6,8,11,4,2,2
E0725623,063042  00002,1,6,8,11,4,2,2
M0753582,063042  00002,1,6,8,11,4,2,2
P0359287,063042  00002,1,6,8,11,4,2,2
E0710817,063042  00006,1,6,8,11,4,2,2
M0719196,063042  00006,1,6,8,11,4,2,2
M0739638,068065  00010,1,15,8,11,4,1,1
E0726789,068066  00054,1,15,8,11,4,1,1
M0755467,068066  00054,1,15,8,11,4,1,1
B1111660,068066  00054,1,15,8,11,4,1,1
E0722418,068066  00054,1,15,8,11,4,1,1
E0720967,058056  00052,2,6,8,5,4,2,2
E0688716,058059  00006,2,6,8,5,4,2,2
E0723923,058059  00017,2,6,8,5,4,2,2
E0719884,013043  00004,2,10,6,10,6,7,7
E0732847,072107 A00081,1,2,1,3,1,4,4
M0750595,072107 A00081,1,2,1,3,1,4,4
E0723765,072107 A00083,1,2,1,3,1,4,4
E0729321,072107 A00083,1,2,1,3,1,4,4
P0359118,G0220J D00021,1,15,9,6,5,1,1
E0710338,G0220J D00007,1,15,9,6,5,1,1
E0714370,G0220J D00017,1,15,9,6,5,1,1
M0707859,G0220J D00017,1,15,9,6,5,1,1
E0710961,072059  00026,1,2,1,7,1,4,4
M0718866,072059  00026,1,2,1,7,1,4,4
E0722317,050064  00025,2,10,10,10,6,7,7
M0743399,050064  00025,2,10,10,10,6,7,7
M0748421,,2,10,10,10,6,7,7
M0755767,049051  00017,2,10,15,10,6,7,7
E0732838,050042  00038,2,10,10,10,6,7,7
B1106708,050034  00005,2,10,10,10,6,7,7
E0726140,050034  00005,2,10,10,10,6,7,7
BD012632,050042  00040,2,10,10,10,6,7,7
M0717471,,2,1,6,4,3,7,7
E0710862,074037 C00031,2,16,11,9,7,5,5
P0351611,011032  00001,2,1,6,4,3,7,7
P0361262,011032  00001,2,1,6,4,3,7,7
M0756070,011020 A00030,2,1,6,4,3,7,7
BC0015417,017052  00023C,2,1,7,11,9,7,7
E0725346,017052  00023C,2,1,7,11,9,7,7
M0759271,017052  00023C,2,1,7,11,9,7,7
S0104415,017052  00023C,2,1,7,11,9,7,7
S0104417,017052  00023C,2,1,7,11,9,7,7
M0720805,017052  00023C,2,1,7,11,9,7,7
B1112019,017052  00027,2,1,7,11,9,7,7
E0719428,017052  00027,2,1,7,11,9,7,7
E0719429,017052  00027,2,1,7,11,9,7,7
P0328103,017052  00027,2,1,7,11,9,7,7
P0353828,017052  00027,2,1,7,11,9,7,7
P0352587,017048  00027,2,1,7,11,9,7,7
P0357026,017048  00027,2,1,7,11,9,7,7
P0357159,017048  00027,2,1,7,11,9,7,7
C2010044,020076  00031,1,1,7,11,9,7,7
E0710734,020077  00035,1,1,7,11,9,7,7
M0749601,020077  00035,1,1,7,11,9,7,7
E0672906,020077  00037,1,1,7,11,9,7,7
B1112631,020076  00023C,1,1,7,11,9,7,7
E0705447,020076  00023C,1,1,7,11,9,7,7
E0731232,020076  00023C,1,1,7,11,9,7,7
M0714432,020076  00023C,1,1,7,11,9,7,7
M0756659,020076  00023C,1,1,7,11,9,7,7
M0737954,020076  00023C,1,1,7,11,9,7,7
M0721403,020077  00043,1,1,7,11,9,7,7
B1090820,020076  00019,1,1,7,11,9,7,7
M0695365,020076  00019,1,1,7,11,9,7,7
M0723565,020076  00019,1,1,7,11,9,7,7
B1117865,036064  00015,1,1,7,11,9,7,7
P0359918,036064  00015,1,1,7,11,9,7,7
M0632247,036062  00016,1,1,7,11,9,7,7
M0694929,036062  00016,1,1,7,11,9,7,7
B1118140,036062  00014,1,1,7,11,9,7,7
E0736980,036062  00014,1,1,7,11,9,7,7
P0356619,036062  00009,1,1,7,11,9,7,7
E0717990,036062  00005,1,1,7,11,9,7,7
M0741327,036062  00005,1,1,7,11,9,7,7
M0734330,036057  00007,1,1,7,11,9,7,7
M0700059,036071  00019,1,1,7,11,9,7,7
B1110831,036056  00016,1,1,7,11,9,7,7
M0720542,036071  00025,1,1,7,11,9,7,7
E0706576,041025  00016,1,1,7,11,9,7,7
E0708786,041029  00001,1,2,7,3,9,7,7
P0334136,041018  00005C,1,2,7,3,9,7,7
P0357869,041018  00005C,1,2,7,3,9,7,7
S0093683,041018  00005C,1,2,7,3,9,7,7
E0705346,041020  00232,1,2,7,3,9,7,7
E0705347,041020  00232,1,2,7,3,9,7,7
BD011803,041020  00200,1,2,7,3,9,7,7
S0105523,041020  00200,1,2,7,3,9,7,7
E0693434,017053  00001C,2,1,7,11,9,7,7
E0710088,017053  00001C,2,1,7,11,9,7,7
E0719243,,2,1,7,11,9,7,7
SR024088,017047  00003C,2,1,7,11,9,7,7
P0358337,016051 C00025,2,1,7,11,9,7,7
M0735227,,2,1,7,11,9,7,7
P0351063,030012  00004,2,1,7,11,9,7,7
B1115625,030012  00030,2,1,7,11,9,7,7
M0750792,030012  00009,2,1,7,11,9,7,7
E0725220,,2,1,7,11,9,7,7
M0752380,,2,1,7,11,9,7,7
M0720543,030015  00030,2,1,7,11,9,7,7
B1116260,031057  00002,2,10,7,5,9,7,7
E0621079,031057  00002,2,10,7,5,9,7,7
E0712176,031057  00002,2,10,7,5,9,7,7
M0737637,031057  00002,2,10,7,5,9,7,7
M0737643,031057  00002,2,10,7,5,9,7,7
P0358186,031057  00002,2,10,7,5,9,7,7
C1911169,013027  00005,2,10,10,10,6,7,7
E0732383,013050  00015,2,10,15,10,6,7,7
E0705089,,2,10,15,10,6,7,7
E0705090,,2,10,15,10,6,7,7
E0705091,,2,10,15,10,6,7,7
P0350966,,2,10,15,10,6,7,7
P0350972,,2,10,15,10,6,7,7
C1910384,,2,10,15,10,6,7,7
C1910383,025039  00023,2,10,15,10,6,7,7
C1910385,025044  00007,2,10,15,10,6,7,7
E0692491,025044  00007,2,10,15,10,6,7,7
E0695751,014024  00005,2,10,15,10,6,7,7
E0696724,014024  00007,2,10,15,10,6,7,7
B1099942,014030  00036,2,10,15,10,6,7,7
B1109426,014030  00036,2,10,15,10,6,7,7
B1115702,026019  00001,2,10,15,10,6,7,7
M0717305,026019  00001,2,10,15,10,6,7,7
M0717304,026019  00001,2,10,15,10,6,7,7
M0748744,026018  00018,2,10,15,10,6,7,7
E0682764,,2,10,15,10,6,7,7
E0687111,,2,10,15,10,6,7,7
E0687114,,2,10,15,10,6,7,7
S0100258,026070  00021,2,10,15,10,6,7,7
SR025445,026070  00021,2,10,15,10,6,7,7
M0717533,031006  00015,2,10,15,5,9,7,7
M0717530,031006  00008,2,10,15,5,9,7,7
M0717532,031006  00008,2,10,15,5,9,7,7
P0356684,031105  00011,2,10,15,5,9,7,7
E0692081,031112  00013,2,10,15,5,9,7,7
M0755485,025064  00033,2,10,15,10,6,7,7
E0723195,025061  00023,2,10,15,10,6,7,7
M0711581,034029  00006,2,10,15,10,6,7,7
E0693489,034030  00027,2,10,15,10,6,7,7
E0720090,034029  00009,2,10,15,10,6,7,7
E0688008,034026  00007,2,10,15,10,6,7,7
E0693491,034026  00007,2,10,15,10,6,7,7
E0682726,034025  00027,2,10,15,10,6,7,7
E0692349,034025  00021,2,10,15,10,6,7,7
M0734560,049035  00012,2,10,15,10,6,7,7
E0704875,020037  00030,1,1,7,11,9,7,7
M0740862,020036  00004,1,1,7,11,9,7,7
P0360845,020036  00004,1,1,7,11,9,7,7
M0720145,020037  00041,1,1,7,11,9,7,7
P0353473,020038  00016,1,1,7,11,9,7,7
CB200160,020033 00018,1,1,7,11,9,7,7
E0700007,020038  00022,1,1,7,11,9,7,7
B1112307,020038  00030,1,1,7,11,9,7,7
E0658282,020038  00030,1,1,7,11,9,7,7
M0744789,020038  00030,1,1,7,11,9,7,7
P0355732,020038  00030,1,1,7,11,9,7,7
E0734473,020039  00001C,1,1,7,11,9,7,7
M0756224,020039  00001C,1,1,7,11,9,7,7
E0720307,036013  00028,1,1,7,11,9,7,7
M0745325,036013  00033,1,1,7,11,9,7,7
E0696334,036013  00037,1,1,7,11,9,7,7
B0937005,036013  00039,1,1,7,11,9,7,7
B1052019,036013  00039,1,1,7,11,9,7,7
P0360562,036013  00039,1,1,7,11,9,7,7
M0744294,036013  00043,1,1,7,11,9,7,7
E0735529,036014  00025,1,1,7,11,9,7,7
M0757192,036014  00025,1,1,7,11,9,7,7
M0739033,036011  00002,1,1,7,11,9,7,7
BD012131,040033  00002,1,2,7,3,9,7,7
M0674688,040050  00009,1,2,7,3,9,7,7
B1052095,081043  00013,2,17,8,5,7,1,1
B1098455,081051  00081,2,17,8,5,7,1,1
M0750109,090060  00023,1,2,1,3,1,3,3
E0717668,D0134H A00054,1,2,1,7,1,4,4
M0737944,D0134H A00054,1,2,1,7,1,4,4
E0726488,D0209B A00041,1,11,4,2,5,1,1
M0749646,D0209B A00041,1,11,4,2,5,1,1
B1116177,A0142O E00009,1,4,2,1,2,9,9
E0705519,G0219B G00046,2,17,9,6,7,1,1
B1115087,044133  00005,1,6,7,11,4,2,2
E0722913,044133  00005,1,6,7,11,4,2,2
M0747216,044133  00005,1,6,7,11,4,2,2
M0748676,044133  00005,1,6,7,11,4,2,2
P0355793,044133  00005,1,6,7,11,4,2,2
P0329444,093508 G00050,2,16,13,8,7,8,8
E0736286,093508 N00029,2,16,13,8,7,8,8
M0755092,093508 N00029,2,16,13,8,7,8,8
B1117598,093508 N00007,2,16,13,8,7,8,8
E0712925,D0242C B00030,2,16,13,8,8,8,8
M0734634,D0242C B00030,2,16,13,8,8,8,8
E0715741,D0256W A00022,2,16,13,8,8,8,8
M0696393,058113  00019,2,16,15,5,7,2,2
E0721494,G0231N H00006,2,17,9,6,8,8,8
M0749468,G0231N H00006,2,17,9,6,8,8,8
B1098768,G0231N H00007,2,17,9,6,8,8,8
E0729978,,2,17,9,6,8,8,8
M0730979,,2,17,9,6,8,8,8
M0750835,,2,17,9,6,8,8,8
E0709879,G0231M A00090,2,17,9,6,8,8,8
E0713050,096507 C00037,1,11,4,2,5,1,1
E07135050,096507 C00037,1,11,4,2,5,1,1
M0741961,096507 C00037,1,11,4,2,5,1,1
M0703890,096506 E00025,1,11,4,2,5,9,9
M0718701,096506 E00028,1,11,4,2,5,9,9
M0734641,096506 E00028,1,11,4,2,5,9,9
ELV05649,G0231N G00004,2,17,9,6,8,8,8
B1115376,093508 N00069,2,16,13,8,7,8,8
M0742025,096625 C00028,1,11,4,2,5,9,9
E0715776,081078 A00022,2,17,13,8,7,8,8
E0729370,081078 A00022,2,17,13,8,7,8,8
M0748169,081078 A00022,2,17,13,8,7,8,8
M0754125,081078 A00018,2,17,13,8,7,8,8
B1118072,081078 A00012,2,17,13,8,7,8,8
E0731615,081078 A00012,2,17,13,8,7,8,8
M0754511,081078 A00012,2,17,13,8,7,8,8
P0350000,,2,17,9,6,8,8,8
M0747502,093508 M00032,2,16,13,8,7,8,8
BD012698,096919 A00009,1,15,4,2,5,1,1
E0730991,091006  00004,1,15,4,2,5,1,1
M0748408,091006  00004,1,15,4,2,5,1,1
E0727055,D0242E B00057,2,16,13,8,8,8,8
M0750531,D0242E B00057,2,16,13,8,8,8,8
B1114150,D0242E A00044,2,16,13,8,8,8,8
P0348939,D0242E E00002,2,16,13,8,8,8,8
B1118806,,2,16,13,8,8,8,8
P0358212,D0242D F00056,2,16,13,8,8,8,8
E0733274,D0242D F00057,2,16,13,8,8,8,8
M0748467,D0242D F00057,2,16,13,8,8,8,8
P0356940,093508 L00045,2,16,13,8,7,8,8
B1051943,093508 L00049,2,16,13,8,7,8,8
CB200215,093508 L00049,2,16,13,8,7,8,8
E0735869,093508 L00049,2,16,13,8,7,8,8
M0757098,093508 L00049,2,16,13,8,7,8,8
P0323288,093508 L00049,2,16,13,8,7,8,8
P0358345,093508 L00050,2,16,13,8,7,8,8
B1051645,079085  00004,2,10,11,9,6,5,5
M0742033,079084  00021,2,10,11,9,6,5,5
E0729167,079084  00020,2,10,11,9,6,5,5
M0752482,079084  00020,2,10,11,9,6,5,5
B1105152,079084  00018,2,10,11,9,6,5,5
M0725068,079084  00018,2,10,11,9,6,5,5
E0727349,091118  00043,1,15,9,6,5,1,1
M0734674,091118  00043,1,15,9,6,5,1,1
E0719826,091118  00040,1,15,9,6,5,1,1
M0750206,091118  00040,1,15,9,6,5,1,1
P0347000,G0231H J00033,2,17,9,6,8,8,8
CZW171637,044093  00016,1,6,7,11,4,2,2
E0721807,056033  00025,1,6,8,5,4,2,2
P0356839,056033  00025,1,6,8,5,4,2,2
M0724595,056033  00026,1,6,8,5,4,2,2
E0734287,056033  00047,1,6,8,5,4,2,2
M0756251,056033  00047,1,6,8,5,4,2,2
P0346947,056033  00046,1,6,8,5,4,2,2
P0360355,056033  00017,1,6,8,5,4,2,2
M0738089,068033  00086,1,6,8,5,4,2,2
B1097677,094401 F00100,2,10,11,9,7,5,5
B1118547,094401 F00049,2,10,11,9,7,5,5
M0756810,094401 F00006,2,10,11,9,7,5,5
B1099801,080008  00183,1,15,8,5,4,1,1
E0700553,080008  00183,1,15,8,5,4,1,1
M0725974,080008  00183,1,15,8,5,4,1,1
M0726963,080008  00183,1,15,8,5,4,1,1
M0744587,080008  00183,1,15,8,5,4,1,1
MO725974,080008  00183,1,15,8,5,4,1,1
P0352916,080008  00183,1,15,8,5,4,1,1
B1109213,080008 K00001,1,15,8,5,4,1,1
B1111734,080008 K00001,1,15,8,5,4,1,1
E0715029,080008 K00001,1,15,8,5,4,1,1
E0719807,080008 K00002,1,15,8,5,4,1,1
M0740890,080008 K00002,1,15,8,5,4,1,1
M0711140,079061  00180,2,10,10,10,6,10,10
M0721498,079061  00170,2,10,10,10,6,10,10
B1108500,D0242J A00040,2,16,13,8,8,8,8
B1107330,068006 A00001,1,6,8,11,4,2,2
B1051867,068006 A00002,1,6,8,11,4,2,2
B1114542,068006 A00002,1,6,8,11,4,2,2
E0707688,052056  00031,1,6,7,11,9,2,2
E0720466,052026  00024,1,6,7,11,9,2,2
M0736917,029007  00041,2,10,7,5,9,7,7
M0736941,029007  00041,2,10,7,5,9,7,7
P0353637,029013  00006C,2,10,7,5,9,7,7
B1118289,029015  00013,2,10,7,5,9,7,7
B1115925,029027  00022,2,10,7,5,9,7,7
E0686337,029027  00021,2,10,7,5,9,7,7
E0661523,029027  00015,2,10,15,5,9,7,7
P0358215,029027  00015,2,10,15,5,9,7,7
B1111623,073041  00111,2,16,11,9,7,5,5
E0700311,073041  00111,2,16,11,9,7,5,5
